,Year,Duration_Minutes,Themes,Genres,Title,English,Rating,Source,Synopsis,Episodes,Premiered
11890,2017.0,22.0,Historical,Supernatural,Furusato Meguri  Nippon no Mukashibanashi,Unknown,g   all ages,Other,sequel series to furusato saisei  nihon no mukashibanashi,50.0,Spring 2017
4722,2006.0,23.0,Historical  Mythology,Supernatural,Tenpou Ibun  Ayakashi Ayashi,Ghost Slayers Ayashi,r      violence   profanity,Original,in the year of tenpo    yoi  monsters from another world attack edo  those who fight against them are members of bansha aratemesho  in public  bansha aratemsho is known as an organization to study foreign books  in fact  they are a organization dedicated to destroying the yoi  these warriors are called ayakashi  they gather information of odd events in the country  and are sent to destroy yoi who appear  they are generally very strange people  for example  a guy who has lost his memory  a girl who dresses like a man  they have special powers with which to beat the yoi     source  anidb,25.0,Fall 2006
459,2021.0,23.0,Historical  Vampire,Supernatural,Vanitas no Karte,The Case Study of Vanitas,r      violence   profanity,Manga,scorned by others of his kind for being born under a blue moon  the vampire vanitas grew afraid and desolate  according to legend  he created a cursed grimoire known as the  book of vanitas   and it is said he would one day use it to bring retribution upon all vampires of the crimson moon    in  th century paris  no  archiviste is searching for the fabled book of vanitas  whilst traveling aboard an airship  he is saved from a vampire attack by an eccentric doctor who calls himself vanitas and carries the very tome he seeks  ironically  the self proclaimed vampire specialist is a mere human who inherited both his name and the book from his master  the same vanitas of legend  as the odd case of the charlatan s parade crops up  the doctor s ability to restore sanity to vampires by recovering their true name will prove most beneficial     written by mal rewrite,12.0,Summer 2021
1005,2022.0,23.0,Historical  Vampire,Supernatural,Vanitas no Karte Part,The Case Study of Vanitas Part 2,r      violence   profanity,Manga,vanitas and no  archiviste head out to the town of g vaudan in search of the  beast   an enormous wolf like creature that has slaughtered hundreds of people  suspecting that the beast is a curse bearing vampire  vanitas primarily aims to heal it using the powers of his grimoire    along the way  the two get separated and suddenly travel back to the past to the exact moment the beast is lurking in the woods  after a battle against the gigantic wolf and a vampire hunter  vanitas decides to team up with jeanne in order to find no   despite being allies  jeanne s goal is the opposite of vanitas   as she was tasked to kill the beast suspecting it may be someone she used to know    meanwhile  a severely wounded no  is picked up by the mysterious chlo  d apchier and her servant  like no   chlo  is a vampire whose existence was erased from the public s knowledge  she has been a guardian for future generations and once tried to find a way to become human again  while no  is grateful to chlo  for her hospitality  little does he know that she might be siding with forces far more dangerous than the beast itself     written by mal rewrite,12.0,Winter 2022
2391,2021.0,23.0,Medical  Psychological,Supernatural,Kai Byoui Ramune,Dr. Ramune -Mysterious Disease Specialist-,pg    teens  or older,Manga,at first glance  ramune may not seem like a professional doctor he is crass  rude  and often acts halfheartedly  but his true brilliance shines through once his patients pay him a visit  he is able to diagnose and treat all sorts of strange  mysterious diseases that come his way  from a young student whose fingers have turned into chili peppers to a child whose tears are made of condiments  ramune is able to tap into a kind of innate  otherworldly sensibility that enables him to decipher the roots of their source  but finding the proper cure for these illnesses comes at a valuable price  and money certainly cannot be used to pay it      written by mal rewrite,12.0,Winter 2021
3341,2021.0,24.0,Music  Vampire,Supernatural,Visual Prison,Visual Prison,pg    teens  or older,Original,vampires have existed for centuries and live under the rule of the scarlet moon  once a year   visual prison  occurs  a visual kei competition where the vampire who sings the most beautiful song is bestowed with great power by the scarlet moon  at the forefront of the competition are eclipse the reigning champions who stand for an established order  and lost eden a group that believes the strongest should rule    ange yuki is a lonely boy with no confidence in his singing ability  he moves to harajuku in search of a musician he idolizes  but during his quest  he gets entangled in one of the many live performance clashes between eclipse and lost eden  their fascinating stages stun him  but he soon collapses  overcome by bloodlust  regaining consciousness  ange finds himself under the care of guiltia  guil  brion  the musician he admires  and learns that he is a dhampir half human  half vampire    while ange now has the privilege of participating in the upcoming visual prison  guil explains that he will not join him in this endeavor  meanwhile  ange encounters robin laffite  a foreigner from england who is enamored by his astonishing singing voice  with the day of the competition slowly creeping up  ange has to put together a capable unit in an exciting race against time     written by mal rewrite,12.0,Fall 2021
1,2006.0,23.0,Psychological,Supernatural  Suspense,Death Note,Death Note,r      violence   profanity,Manga,brutal murders  petty thefts  and senseless violence pollute the human world  in contrast  the realm of death gods is a humdrum  unchanging gambling den  the ingenious   year old japanese student light yagami and sadistic god of death ryuk share one belief  their worlds are rotten    for his own amusement  ryuk drops his  death note  into the human world  light stumbles upon it  deeming the first of its rules ridiculous  the human whose name is written in this note shall die  however  the temptation is too great  and light experiments by writing a felon s name  which disturbingly enacts his first murder    aware of the terrifying godlike power that has fallen into his hands  light under the alias  kira  follows his wicked sense of justice with the ultimate goal of cleansing the world of all evil doers  the meticulous mastermind detective l is already on his trail  but as light s brilliance rivals l s  the grand chase for kira turns into an intense battle of wits that can only end when one of them is dead     written by mal rewrite,37.0,Fall 2006
724,2020.0,23.0,Psychological  Super Power,Supernatural  Suspense,Munou na Nana,Talentless Nana,r      violence   profanity,Manga,fifty years ago  horrific creatures dubbed as the  enemies of humanity  suddenly appeared around the world  to combat these threats  teenagers gifted with supernatural abilities called  talents  such as pyrokinesis and time travel hone their powers at an academy on a secluded island     nanao nakajima  however  is quite different from the others on the island  he has no talent  with many  talented  teenagers around him  nanao is often a target for bullying  but even so  he still strives to complete his training  soon after  two transfer students  the mysterious kyouya onodera and the mind reading nana hiiragi  join the class  but just as everyone starts blending as comrades in arms  mysterious disappearances begin to threaten the class s entire foundation     written by mal rewrite,13.0,Fall 2020
1863,2005.0,23.0,Adult Cast  High Stakes Game  Organized Crime  Psychological  Strategy Game,Suspense,Touhai Densetsu Akagi  Yami ni Maiorita Tensai,Akagi,r      violence   profanity,Manga,while mahjong is a game that is often played with family and friends  it is also a game that is played in the darkest corners of society  nangou is a compulsive gambler who has accumulated debt over three million yen  in a last ditch attempt to clear his record  he decides to wager his life on a game of mahjong with the mafia  unfortunately  as the game progresses  nangou only moves further from the prize and closer to death    when all hope seems lost  the game parlor is suddenly intruded upon by shigeru akagi  a young boy on the run from the police  desperate to turn the game around  nangou hands the game over to akagi after teaching him a few of the rules  the mafia can only smirk as akagi sits down to play  however  they soon come to learn that akagi is a natural born gambler  an imposing figure who does not fear death  one who is destined to become a legend     written by mal rewrite,26.0,Fall 2005
1141,2011.0,24.0,Adult Cast  High Stakes Game  Psychological  Strategy Game,Suspense,Gyakkyou Burai Kaiji  Hakairoku hen,Kaiji Against All Rules,r      violence   profanity,Manga,owing to an increasing debt  kaiji itou ends up resuming his old lifestyle  one day  while walking on the street  he stumbles upon yuuji endou  who is hunting kaiji due to the money he owes to the teiai group  unaware of this  kaiji eagerly follows endou  hoping for a chance to participate in another gamble  but soon finds out the loan shark s real intentions when he is kidnapped    given that kaiji is unable to pay off his huge debt  the teiai group instead sends him to work in an underground labor camp  he is told that he will have to live in this hell for   years  alongside other debtors  until he can earn his freedom  his only hope to put an early end to this nightmare is by saving enough money to be able to go back to the surface for a single day  once he is there  he plans to obtain the remaining money needed to settle his account by making a high stakes wager  however  as many temptations threaten his scarce income  kaiji may have to resort to gambling sooner than he had expected     written by mal rewrite,26.0,Spring 2011
616,2007.0,23.0,Adult Cast  High Stakes Game  Psychological  Strategy Game,Suspense,Gyakkyou Burai Kaiji  Ultimate Survivor,Kaiji Ultimate Survivor,r      violence   profanity,Manga,after one of his coworkers fails to repay a debt  apathetic bum kaiji itou is pressured by loan sharks to settle the large sum of cash  since kaiji has little money and no future prospects of his own  he is unable to return what his colleague borrowed  faced with massive financial burdens  kaiji is given an offer to board the illustrious espoir it is said that  one night aboard the ship  and all of your debts will be paid     what seems like a simple night of gambling quickly turns into a game of strategy and betrayal  with the losers of the tournament being subjected to a backbreaking life of indebted servitude  kaiji must choose his actions and allies carefully  however  this is only the beginning of a series of gambles that will wager kaiji s life  testing the full extent of his wits and will to survive     written by mal rewrite,26.0,Fall 2007
3824,2011.0,25.0,Adult Cast  Historical  Samurai  Visual Arts,Unknown,Hyouge Mono,Unknown,r      violence   profanity,Manga,the story is set during japan s sengoku jidai  era of the warring states  and centers on furuta sasuke  a vassal of the great warlord oda nobunaga and a man obsessed with tea ceremony and material desires in his pursuit of a fortuitous life  having learned from oda and the legendary tea master sen no soueki  furuta walks the way of the hyouge mono    source  ann,39.0,Spring 2011
986,2022.0,23.0,Adult Cast  Music  Reincarnation,Unknown,Paripi Koumei,Ya Boy Kongming!,pg    teens  or older,Manga,zhuge kongming earned a reputation as one of the greatest tacticians of the three kingdoms period of third century china  having led his army through countless grueling victories  kongming falls gravely ill during the battle of wuzhang plains  the weariness and regret stemming from the seemingly never ending war catch up to him  and as he draws his final breath  kongming wishes that if he were to reincarnate  he would be reborn in a more peaceful era    his wish comes true  and kongming wakes up in modern day tokyo with a younger body and his memories intact  thrust into an unfamiliar world  he finds his way into a nightclub and meets eiko tsukimi  an aspiring singer whose performance immediately captivates him  pitying his confusion  eiko takes kongming under her wing and teaches him about the current world  which leads to kongming s interest in contemporary music  seeing eiko s immense musical potential  kongming vows to make the world recognize her and soon takes on the role of her manager    unsurprisingly  the music industry is unforgiving to those who make even the slightest mistakes  still  kongming is determined to accomplish his goals even if he must utilize the war stratagems he famously used in his previous life     written by mal rewrite,12.0,Spring 2022
5711,2010.0,24.0,Anthropomorphic  Psychological  School,Unknown,Hime Chen  Otogi Chikku Idol Lilpri,Spellbound! Magical Princess Lilpri,pg   children,Game,the fairytale world is in trouble  its princesses and their respective worlds are disappearing  causing a ripple effect in the human world where their stories are popular  in order to save the fairytale world  the queen sends three magic animals  sei  dai  and ryoku  to the human world with magic gems to find three girls who can become the  super miracle idols   the princesses snow white  cinderella  and kaguya hime  those  princesses  end up being three little girls  yukimori ringo  takashiro layla  and sasahara natsuki  but the gems transform them into older singing superstars  and after their accidental debut at the singer wish s concert  they become known as  little princesses   or  lilpri   now they must collect happiness tones from humans in order to restore the fairytale world,51.0,Spring 2010
10695,2017.0,11.0,Combat Sports  School,Unknown,Flowering Heart,Flowering Heart 2,g   all ages,Original,the second season of flowering heart,26.0,Spring 2017
15051,2012.0,11.0,Detective  Racing,Unknown,Robocar Poli,Unknown,g   all ages,Original,in broom s town  a small town with a strong rescue team  there are always accidents and troubles such as a car sliding off a cliff in the rain  a car crash  a child locked in a firehouse and so on  in every episode the town s rescue team saves characters  at the end of each episode  the rescue team strongly advises the characters who were in danger and children     source  anidb,26.0,Winter 2012
13384,1999.0,11.0,Gore  High Stakes Game  Strategy Game  Super Power,Unknown,Aesop s World,Unknown,g   all ages,Unknown,three kids living in the watermill village were planning a picnic in the mountains  of course pico  a young hamster kid wanted to go to the mountain peak with her friends tocho and fufu  the three of them fall in a hidden lake beneath the mountains and discovered a giant fish named aesop floating  the knew that the fish wanted to fly again  in order to do that  they must collect mystical scales all across the world  because of this  they start their search for the mystical scales in order for aesop s dream to come true     source ann,26.0,Spring 1999
9090,1998.0,12.0,Gore  High Stakes Game  Survival,Unknown,Fushigi Mahou Fun Fun Pharmacy,Unknown,g   all ages,Unknown,in a small town  there is a small pharmacy called fun fun pharmacy  popuri  a girl who recently moved in downtown  discovers this pharmacy and meets miss fukiko  who is actually a witch  miss fukiko gives popuri a mysterious bottle that can create magic spirits,48.0,Winter 1998
828,2022.0,22.0,High Stakes Game  Psychological  Strategy Game,Unknown,Tomodachi Game,Tomodachi Game,r      violence   profanity,Manga,high school student yuuichi katagiri cherishes his close circle of friends  composed of four classmates  yutori kokorogi  shiho sawaragi  makoto shibe  and tenji mikasa  however  when the funds for the upcoming school trip are stolen  the incident causes shiho and makoto who had been tasked with collecting the money to distance themselves from the rest of their class    soon after  yuuichi and his friends are deceived into meeting up and knocked unconscious by unknown assailants  after waking  the group find themselves confined in a white room with controversial figure manabu kun  who reveals that one of the five has gathered them together to clear their personal debt of twenty million yen  to pay off the amount  they must participate in a variety of psychological games that will test the true nature of their friendship and humanity    distressed and isolated from the outside world  yuuichi and his friends need to cooperate to complete the games  but as their concealed feelings and problematic pasts begin to surface  their seemingly unbreakable bond may soon shatter into irreparable pieces     written by mal rewrite,12.0,Spring 2022
1365,2014.0,24.0,High Stakes Game  Psychological  Strategy Game,Unknown,Selector Infected WIXOSS,selector infected WIXOSS,r      violence   profanity,Card game,things are not always what they seem  this is especially true for ruuko kominato  when she receives a deck of cards for the popular card game wixoss  only to find a girl trapped inside her lrig  or avatar card  upon meeting others in the same situation  ruuko discovers that she has now become a  selector   a player in a special version of wixoss where girls can battle each other for a chance to have their deepest desires come true  however  there is a catch  in contrast to the glory that awaits them after their victories  there is a cruel fate  if they lose three times  their lives will be destroyed    in an ominous game filled with lies and deceit  ruuko and her newfound friends must uncover the secrets behind wixoss and realize what is truly most important to them before it is too late     written by mal rewrite,12.0,Spring 2014
3602,2018.0,23.0,High Stakes Game  Psychological  Strategy Game,Unknown,Lostorage Conflated WIXOSS,Unknown,r      violence   profanity,Card game,the peaceful days turn out to be short lived as the shadow of another selector battle looms large  kiyoi mizushima is the first to notice that things are amiss  and she makes her move to put an end to the cycle of darkness the battle this time includes a new card   key   and has been set up with rules different than before  with both the mastermind and their motive shrouded in mystery  the darkness grows ever deeper and more menacing  suzuko homura  chinatsu morishita  hanna mikage  ruuko kominato  yuzuki kurebayashi  hitoe uemura  and akira aoi  the selectors gather once again     source  ann,12.0,Spring 2018
2590,2016.0,23.0,High Stakes Game  Psychological  Strategy Game,Unknown,Lostorage Incited WIXOSS,Lostorage incited WIXOSS,r      violence   profanity,Card game,high school student homura suzuko has returned to ikebukuro  the town where she grew up     we re friends forever   she treasures her memories of her old friend from when she was little  morikawa chinatsu  and she s excited at the prospect of meeting her again    but when she gets to school  she finds she has trouble fitting in with the rest of the class    one day  she decides that if she learns to play the card game wixoss  she might be able to make some friends  she stops at a card shop on her way home and buys a deck set  when she takes the set home and opens it  the girl on one of the cards begins to move  and speak     welcome  selector     humans chosen as selectors must battle for control of the five coins that hold all their memories    if they can retake all the coins  they win  and can leave the game  but if they lose  as a penalty     lostorage  what will become of suzuko as she s caught up in this insane game    and just like suzuko  chinatsu finds herself drawn into the game as well       source  crunchyroll,12.0,Fall 2016
2141,2014.0,24.0,High Stakes Game  Psychological  Strategy Game,Unknown,Selector Spread WIXOSS,selector spread WIXOSS,r      violence   profanity,Card game,get ready for the thrilling second season of the wixoss series  immerse yourself in a game where special cards called lrigs cards that possess personalities and wills of their own can change your life forever  teenager ruko holds one of these rare cards  and if she wins  her wish will be granted  but what happens if she loses     source  funimation,12.0,Fall 2014
3151,2017.0,23.0,Historical,Unknown,Onihei,Onihei,r      violence   profanity,Novel,the blade arts of the  devil  tasked with striking down evils threatening a peaceful edo  heizou hasegawa  upholding the role of chief officer protecting against crime and arson  in    the heart of the tenmei era  hasegawa held the office of chief director of the department charged with sustaining safety in the region  suppressing the most vile of thieves and criminals  an individual largely feared  renowned as devil heizou       source  mal news,13.0,Winter 2017
9596,2010.0,25.0,Historical,Unknown,Saikyou Bushouden  Sangoku Engi,The Legend of the Strongest General Romance of the Three Kingdoms,pg    teens  or older,Novel,chinese japanese anime adaptation of the  romance of the three kingdoms  classic novel    lui bei embarks on a journey to quell the chaos that plagues his homeland  bringing with him his sworn brothers  zhang fei and guan yu  with only a small army and no land lui bei is forced to take a subservient role to other generals  in order to keep him safe from those who continually come after his life,52.0,Spring 2010
10658,1997.0,24.0,Historical,Unknown,Tezuka Osamu no Kyuuyaku Seisho Monogatari  In the Beginning,In The Beginning The Bible Stories,pg   children,Book,through the italian national broadcasting network  tezuka osamu received an ardent request from the vatican to make the bible into animated form  this request was probably made to see how the bible would be depicted by the non christian tezuka osamu  tezuka osamu accepted the request and spent an entire two years to complete a pilot film  it was about the mythology of noah s ark  with the enthusiastic tezuka osamu not only writing the scenario but also drawing pictures by himself  during production  however  he unfortunately passed away  so director dezaki took over the film and completed it     source  official homepage,26.0,Spring 1997
5955,2000.0,23.0,Historical  Strategy Game,Unknown,Shoubushi Densetsu Tetsuya,Unknown,r      violence   profanity,Manga,in the year    the people of shinjuku are down on their luck  with little money to buy food or necessities  some resort to gambling in order to survive  traveling tetsuya chooses to spend his time at mahjong parlors where he is wiping the floor clean with his adversaries  however  when tetsuya meets the intensely skilled boushu san  he realizes that his skills are still lacking     source  ann,20.0,Fall 2000
6200,2006.0,24.0,Idols  Female   Music,Unknown,Lovedol  Lovely Idol,Lovely Idol,pg    teens  or older,Visual novel,lovedol  or lovely idol  is a girl group consisting of two generations of idols  the  rd generation is about to make its debut  but to their surprise  they have been delayed  the vague reason is only that  they lack something   the manager  and the  rd gen  girls too  must find the answer,12.0,Fall 2006
10513,2014.0,49.0,Idols  Female   Music,Unknown,Minarai Diva,Unknown,g   all ages,Original,the story follows two aspiring divas who hope to become famous through a unique brand of music,10.0,Summer 2014
2995,2020.0,24.0,Idols  Female   Music,Unknown,Jul,22-Jul,pg    teens  or older,Other,miu takigawa views the world from behind the safety of her bangs  content with peacefully passing unnoticed through life  reserved and timid  miu struggles to converse with or even smile at customers when at her part time job  but she works tirelessly to support her mother and precious little sister  haru  it is a shock when a letter arrives from the entertainment company gip  announcing that she has been chosen as a candidate for their new project     miu decides to accept the invitation and heads to the meeting spot where the eccentric ensemble of other candidates filter in  all summoned by their own letters  not long after  the girls are escorted by a manager to a luxurious secret facility  where it is explained that they must follow the mysterious directions of  the wall   whose orders are absolute     the  th of december     will see the birth of idols like no other  on that day  the group     will debut  whether or not miu and the other members are ready to take the stage     written by mal rewrite,12.0,Winter 2020
6156,2016.0,12.0,Idols  Female   Music,Unknown,Idol Memories,Unknown,pg    teens  or older,Original,the story of idol memories is set in the near future  where live idol music performances in virtual reality have become commonplace  against this backdrop  a pair of rival idol groups compete for the coveted  tiara   which represents the number one spot in the  idol league      source  crunchyroll,12.0,Fall 2016
3503,2020.0,23.0,Idols  Female   Music,Unknown,DDJ  First Mix,D4DJ First Mix,pg    teens  or older,Mixed media,having lived abroad in africa for most of her life  rinku aimoto is now returning to japan to attend yoba academy  a school where dj units groups made up of djs  vocalists  and dancers are extremely popular  there  she meets maho akashi  an aspiring dj who teaches rinku the basics of djing  the girls attend a performance by yoba s famous dj unit peaky p key  and struck by inspiration  they decide to form a unit of their own    rinku and maho soon recruit muni oonaruto  a talented artist and rinku s childhood friend  as well as rei togetsu  a shy and caring pianist  newly named happy around  the group aims to use the budding friendships and combined talents of its members to become one of the top dj units in the country     written by mal rewrite,13.0,Fall 2020
3189,2021.0,23.0,Idols  Female   Music,Unknown,Selection Project,Unknown,pg    teens  or older,Mixed media,due to a weak heart  suzune miyama has remained bedridden for most of her childhood  however  despite her illness  she has always dreamed of becoming an idol  eventually  her opportunity comes in the form of the seventh selection project a brutal series of competitions best known as the starting point of the legendary idol akari amasawa    anxious but excited  suzune enters the preliminary round of selection project  though her singing dazzles the judges and her fellow competitors  suzune is unfortunately overcome by her nerves and freezes up in the middle of her performance  she recovers quickly  but the stumble is great enough that she loses the winning spot and is disqualified    or so it seems until seira kurusu  the girl suzune lost to  announces that she plans to drop out of selection project  believing suzune is a more talented singer and therefore deserves the right to compete  suzune is caught off guard by the decision  but promises seira that they will meet again as top idols  she prepares herself for the challenging obstacles that lie ahead     written by mal rewrite,13.0,Fall 2021
5042,2017.0,23.0,Idols  Female   Music,Unknown,Idol Jihen,Idol Incidents,pg    teens  or older,Original,increasing income divide  creeping environmental pollution  unsolvable waste issues  childcare waiting lists being discussed without those concerned  repeated corruption  the government  smeared by vested interests  can t do a thing against the many problems and sources of discontent  it s in this situation  with japan cornered with no way out  that idols rise up to save the day    the heroine party  sunlight party  starlight party  bishoujo party  wakaba party  subculture new party  and sos party  from these seven idol political parties  the idols who have become national diet members and representatives for each prefecture will smash through the sense of stagnation covering japan using the power of song and dance  they ll bring back the smiling faces of the people  and wrap japan in a glittering aura      source  honeyfeed,12.0,Winter 2017
12941,2017.0,21.0,Idols  Female   Music,Unknown,Shining Star,Shining Star,pg   children,Original,at the prestigious shining star school  every girl dreams of becoming the best idol  called  muse   nara  an ordinary girl  decides to attend the school in order to fulfill her dream     source  shining star wiki,52.0,Fall 2017
8049,2021.0,24.0,Idols  Female   Music,Unknown,Waccha PriMagi,Waccha PriMagi!,g   all ages,Original,the new series continues the pretty series  conceptual motifs of song  dance  and fashion  and it also adds the theme of magic  middle school first year student matsuri hibino loves festivals  and she dreams of one day being able to star in  primagi   a magic like form of stage entertainment borne from song  dance and fashion  that day arrives when the hyper spirited  trouble making magician myamu arrives from the magical realm and scouts matsuri for primagi  together  the two compete with rivals to rise to the top of primagi     source  ann,,Fall 2021
2563,2021.0,23.0,Idols  Female   Music,Unknown,Idoly Pride,Idoly Pride,pg    teens  or older,Mixed media,the venus program is an idol scoring system that is entirely impartial  using ai and data to rank candidates based on an array of factors  to determine the rising stars of the idol industry  the annual venus grand prix is held utilizing these algorithms  among all the idols that have participated  none have been as outstanding as mana nagase  however  on the day of the tournament s finals  a tragic accident suddenly ends her career    kouhei makino  who previously worked as mana s manager  continues his career at hoshimi productions years after her death  wanting to build a new team of idols  he accepts interviews from various girls  unexpectedly  one of the interviewees is kotono nagase  mana s younger sister  who is striving to carry on her sister s legacy under the tutelage of her former advisor  also auditioning is sakura kawasaki  whose voice sounds astoundingly similar to that of mana    both kotono and sakura pass the evaluations  joining a group of eight other aspiring young girls  living in a shared dormitory  the   members work together to learn more about what it means to harmonize as a team  united by an ambitious endeavor  the girls compete their way to the top as they traverse through the unforgiving world of idols     written by mal rewrite,12.0,Winter 2021
7046,2017.0,24.0,Idols  Female   Music  School,Unknown,Idol Time PriPara,Unknown,pg   children,Game,the story focuses on yui  a girl who lives in the town of paparajuku  and who dreams of being an idol  even if she realizes that being an idol is next to impossible for her  her friends often remark on how much she dreams about it  but then  the pripara idol theme park opens in her town  and that an idol named laala is coming to town from parajuku  which only makes yui dream even bigger  the new pripara theme park has been updated with new concepts  however  due to a system error  laala is no longer able to pripara change     source  ann,51.0,Spring 2017
4131,2022.0,24.0,Idols  Female   Music  Showbiz,Unknown,Cue,Unknown,pg    teens  or older,Game,as a new agency  airblue s roster consists of voice actresses with absolutely no experience  expecting to hone their skills and build courage at a gradual pace  the girls are taken aback when the head of their agency  masaki ootori  announces that they will be partaking in an audition for bloomball a popular sports manga receiving an anime adaptation  despite all odds being stacked against them  each of the girls is now presented with a momentous chance to make their debut in the unrelenting world of voice acting      written by mal rewrite,24.0,Winter 2022
6809,2020.0,23.0,Idols  Male   Music,Unknown,ARP Backstage Pass,Unknown,pg    teens  or older,Other,arp  a   member dance and vocal group created by the latest ar technology  this popular group got their start with avex  and are unique for their interactive concerts which combine highly skilled song and dance routines with a format that changes based on how much the fans are cheering them on     source  crunchyroll,10.0,Winter 2020
3811,2016.0,24.0,Idols  Male   Music,Unknown,Tsukiuta  The Animation,TSUKIUTA. The Animation,pg    teens  or older,Music,tsukino talent productions is home to two up and coming idol units named six gravity and procellarum  the units all live together in the same dormitory and try to juggle their budding careers and daily lives  at their joint handshake event  unit leaders hajime mutsuki and shun shimotsuki announce the  full moon festival  a collaboration concert in a few months  excited about the upcoming event  these   male idols must learn to collaborate with each other in order to pull it off successfully     written by mal rewrite,13.0,Summer 2016
6741,2021.0,23.0,Idols  Male   Music,Unknown,Tsukipro The Animation,Unknown,pg    teens  or older,Mixed media,for the members of solids  growth  soara  and quell  the tsukino talent productions  live   summer carnival is coming soon  the two day event will culminate with a joint live performance featuring all four units  due to the size and setup of the stage  each unit will need to create new songs and choreographies to accompany them in the riveting second season of tsukipro the animation     written by mal rewrite,13.0,Summer 2021
6618,2020.0,23.0,Idols  Male   Music,Unknown,Tsukiuta  The Animation,Unknown,pg    teens  or older,Music,six gravity and procellarum  tsukino talent productions  best male idol groups  are preparing for this year s edition of the full moon festival  the show s theme is  a new self   which seems to excite all the members  some of the members from both units struggle to find inspiration for the theme  having matured from their last festival appearance  as they continue their daily lives while juggling their show business responsibilities  each of the six gravity and procellarum members discover the meaning of  a new self      written by mal rewrite,13.0,Fall 2020
4255,2017.0,24.0,Idols  Male   Music,Unknown,The iDOLM STER SideM,THE IDOLM@STER SideM,pg    teens  or older,Game,a newly created entertainment agency    production  specializes in scouting prospective idols who previously held other jobs  whether they were a former lawyer  surgeon  or pilot  they had a place at the agency  as they grow to understand their new positions  they ll aim to achieve their dreams of becoming top idols     source  the idolm ster wikia,13.0,Fall 2017
4663,2017.0,23.0,Idols  Male   Music,Unknown,Tsukipro The Animation,Unknown,pg    teens  or older,Mixed media,at the budokan  an annual event known as the tsukino concert puts tsukino entertainment production s best and brightest idol units on the stage  the leaders of idol groups solids  soara  quell  and growth must compose four unique and distinctive songs for their respective units  which they will perform on the second day of the festival    composing four new songs proves to be a difficult task for solids s leader  shiki takamura  as he struggles to find inspiration  sora oohara must learn to overcome past mistakes while propelling his unit  soara  to the top  wanting to escape his past stardom  shuu izumi is determined to push his unit  quell  up to the level of popularity that his previous one had  growth finds themselves working together with a rival group  zix  prior to their debut something that leader kouki etou is reluctant to do   tsukipro the animation tells the stories of these four units simultaneously as they go through their daily lives while preparing for the tsukino concert     written by mal rewrite,13.0,Fall 2017
2971,2019.0,23.0,Idols  Male   Music  School,Unknown,Ensemble Stars,Unknown,pg    teens  or older,Game,yumenosaki academy has been home to the best boy idols of different generations  holding immense influence over the school  its student council maintains the status quo by enforcing old traditions with an iron fist  transfer student anzu winds up attending as the very first member in the production course  making her the sole female student in the entire school  there  she meets subaru akehoshi  hokuto hidaka  mao isara  and makoto yuuki her classmates and members of the idol unit  trickstar      the academy holds dream idol festivals stage battles that put its students  singing and dancing skills against each other  with the audience voting on the winner  winning these  drefes  guarantees the members of the idol unit various privileges and prestige  however  with the student council intervening and punishing everyone involved in an unsanctioned drefes  the members of trickstar find that they can no longer sit around and let it continue  alongside anzu as their producer  they plot to become the revolutionaries of the academy     written by mal rewrite,24.0,Summer 2019
2690,2022.0,23.0,Idols  Male   School,Unknown,Heroine Tarumono  Kiraware Heroine to Naisho no Oshigoto,Heroines Run the Show The Unpopular Girl and the Secret Task,pg    teens  or older,Music,freshly graduating middle school  energetic   year old hiyori suzumi moves from her coastal hometown to tokyo  pursuing her dream of being a track and field runner  unfortunately  as soon as her first high school year begins  she faces an imminent problem that ultimately causes her to find a part time job to cover living costs    after searching through countless prospective workplaces  hiyori stumbles upon a posting looking for event staff  to which she gets accepted against all odds  it is revealed that she will be working as a manager in training for lipxlip  a rising male idol group composed of yuujirou someya and aizou shibasaki both of whom are coincidentally her classmates  despite this shocking revelation  hiyori is resolved to do her best with balancing her studies  her ambition  and most importantly  her role as lipxlip s attendant     written by mal rewrite,12.0,Spring 2022
2664,2013.0,24.0,Mahou Shoujo,Unknown,Genei wo Kakeru Taiyou,Day Break Illusion,r      violence   profanity,Original,akari taiyou is an apprentice fortune teller living with her aunt  uncle  and their daughter fuyuna  having lost her mother at a young age  the only thing akari has left of her is a deck of tarot cards and a dream to follow in her footsteps as a fortune teller    one night  akari has a dream of being attacked by a plant monster and witnesses a stronger version of herself defeat it  when she awakens  she discovers to her horror that the monster was actually fuyuna  but mysteriously  akari and her relatives soon forget fuyuna ever existed  after another close encounter with a similar monster  she is rescued by three magical girls  ginka shirokane  seira hoshikawa  and luna tsukuyomi  they explain that they are from the sefiro fiore organization  which uses elemental tarot power to fight the evil creatures known as  daemonia     akari discovers she too is a magical girl and has inherited her mother s power of the sun card  however  she comes to realize daemonia are actually people who have been possessed  and she must decide whether to try to save what is left of their humanity or to wipe them from existence  as akari comes to terms with her grim duty of protecting the world from daemonia  the bonds of the organization and that of their team will soon be strained when they deal with grave threats from the outside and from within     written by mal rewrite,13.0,Summer 2013
